GI	V2	len	db	Plastic
83_spa_contigs_41895_2	681	227	AAQ93688.1	PAE
83_spa_contigs_99913_2	771	257	WBR49956.1	PU
83_spa_contigs_99913_2	771	257	WBR49956.1	PA
83_spa_contigs_159138_1	804	268	BAE47077.1	TP
83_spa_contigs_192456_1	489	163	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
83_spa_contigs_282133_1	543	181	ACL79592.1	DBP
85_spa_contigs_736_9	843	281	MG10	PET
85_spa_contigs_76932_1	750	250	MG10	PET
86_spa_contigs_6968_2	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
86_spa_contigs_15965_1	1350	450	AAD03558.1	PAE
86_spa_contigs_19275_1	1020	340	BAO20806.1	PHAs
86_spa_contigs_66676_1	681	227	ACL79592.1	DBP
87_spa_contigs_277025_1	450	150	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
88_spa_contigs_160944_1	567	189	AII11221.1	PE
88_spa_contigs_180342_2	489	163	WP_058088494.1	PET
89_spa_contigs_62629_2	747	249	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
8_spa_contigs_175_131	1479	493	BAA19791.1	PHAs
8_spa_contigs_175_131	1479	493	BAA19791.1	PEA
8_spa_contigs_175_131	1479	493	BAA19791.1	PES
90_spa_contigs_152_200	876	292	MG10	PET
90_spa_contigs_3377_1	879	293	AAQ93689.1	PAE
90_spa_contigs_4280_15	876	292	MG10	PET
90_spa_contigs_413456_1	507	169	ACL79592.1	DBP
91_spa_contigs_201_32	1350	450	BAO20806.1	PHAs
91_spa_contigs_4871_4	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
91_spa_contigs_11212_2	633	211	00111||Alkane-1_monooxygenase||Acinetobacter_johnsonii||PS	PS
91_spa_contigs_23569_1	783	261	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
91_spa_contigs_43429_1	633	211	00071||3HV_dehydrogenase||Paracoccus_denitrificans||P3HV_PHBV_PHA	PHAs
91_spa_contigs_66107_1	1152	384	BAA19791.1	PHAs
91_spa_contigs_66107_1	1152	384	BAA19791.1	PEA
91_spa_contigs_66107_1	1152	384	BAA19791.1	PES
91_spa_contigs_151000_1	582	194	AOA73724.1	PVA
91_spa_contigs_184194_1	297	99	BAE47086.1	TP
95_spa_contigs_1009_40	882	294	sp|Q4W8C9|3HBOH_CUPNH	PHAs
95_spa_contigs_2203_9	2205	735	00112||PHB_depolymerase||Delftia_acidovorans||PHB_PHA	PHAs
95_spa_contigs_19479_2	996	332	AII11221.1	PE
95_spa_contigs_72704_2	855	285	WP_058088494.1	PET
95_spa_contigs_194471_1	486	162	ACL79592.1	DBP
96_spa_contigs_270_1	675	225	tr|H6N162|H6N162_GORPV	NR
96_spa_contigs_8928_3	831	277	AAA64538.1	PHAs
96_spa_contigs_10277_2	843	281	2FX5_A	PET
96_spa_contigs_12257_5	837	279	AAQ72538.1	PCL
96_spa_contigs_12257_5	837	279	AAQ72538.1	PHAs
96_spa_contigs_15860_4	858	286	AAN70570.1	PHAs
96_spa_contigs_53333_2	897	299	SUD16364.1	PET
96_spa_contigs_85589_2	561	187	AAN70570.1	PHAs
96_spa_contigs_106159_1	561	187	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
96_spa_contigs_106159_1	561	187	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
96_spa_contigs_106159_1	561	187	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
96_spa_contigs_106159_1	561	187	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
96_spa_contigs_110747_1	1410	470	UVG67878.1	PE
96_spa_contigs_130603_1	600	200	AAN70570.1	PHAs
96_spa_contigs_235478_1	792	264	tr|H6N162|H6N162_GORPV	NR
96_spa_contigs_242211_2	744	248	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
96_spa_contigs_242211_2	744	248	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
96_spa_contigs_242211_2	744	248	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
96_spa_contigs_242211_2	744	248	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
96_spa_contigs_319327_2	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
96_spa_contigs_319327_2	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
96_spa_contigs_319327_2	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
96_spa_contigs_319327_2	540	180	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
96_spa_contigs_577769_1	438	146	2FX5_A	PET
96_spa_contigs_618161_1	420	140	AMW89397.1	PBAT
97_spa_contigs_30002_2	1218	406	UVG67878.1	PE
97_spa_contigs_87415_1	615	205	AAQ93688.1	PAE
98_spa_contigs_824_54	882	294	sp|Q4W8C9|3HBOH_CUPNH	PHAs
98_spa_contigs_1160_28	1239	413	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
98_spa_contigs_105450_2	735	245	sp|Q4W8C9|3HBOH_CUPNH	PHAs
98_spa_contigs_237204_1	612	204	AII11221.1	PE
99_spa_contigs_516_35	882	294	sp|Q4W8C9|3HBOH_CUPNH	PHAs
99_spa_contigs_2041_7	1332	444	AAD03558.1	PAE
99_spa_contigs_2041_11	993	331	AAD03553.1	PAE
99_spa_contigs_2041_13	963	321	AAD03550.1	PAE
99_spa_contigs_4462_11	858	286	tr|Q0KCI0|Q0KCI0_CUPNH	PHAs
SRR6837558_spa_contigs_245838_2	384	128	tr|W6R2Y2|W6R2Y2_PSEP5	PET
SRR6837558_spa_contigs_245838_2	384	128	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
SRR6837558_spa_contigs_456785_2	549	183	AAA64538.1	PHAs
SRR6837558_spa_contigs_860655_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837558_spa_contigs_860655_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837558_spa_contigs_860655_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837558_spa_contigs_860655_1	516	172	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837558_spa_contigs_1093050_1	477	159	AAN70570.1	PHAs
SRR6837558_spa_contigs_1231966_1	465	155	WP_118011433.1	PET
SRR6837559_spa_contigs_279313_1	1071	357	AAD03558.1	PAE
SRR6837559_spa_contigs_441404_1	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_4_332	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_4_332	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_4_332	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_4_332	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_4_512	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_4_512	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_4_512	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_4_512	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_6_141	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_24_199	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_24_199	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_24_199	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_24_199	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_74_75	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_74_75	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_74_75	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_74_75	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_118_59	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_128_40	852	284	AAN70570.1	PHAs
SRR6837560_spa_contigs_165_60	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_187_23	852	284	AAN70570.1	PHAs
SRR6837560_spa_contigs_224_15	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_224_15	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_224_15	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_224_15	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_225_47	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_225_47	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_225_47	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_225_47	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_239_1	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_271_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_271_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_271_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_271_20	846	282	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_374_20	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_374_20	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_374_20	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_374_20	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_795_5	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_795_5	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_795_5	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_795_5	897	299	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_815_1	1425	475	POM09750.1	PU
SRR6837560_spa_contigs_1095_13	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PET
SRR6837560_spa_contigs_1095_13	606	202	tr|W6R2Y2|W6R2Y2_PSEP5	PBAT
SRR6837560_spa_contigs_1412_15	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_1412_15	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_1412_15	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_1412_15	918	306	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_1780_10	1854	618	AAY92471.1	PU
SRR6837560_spa_contigs_1860_9	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_1860_9	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_1860_9	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_1860_9	858	286	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_2410_1	852	284	AAN70570.1	PHAs
SRR6837560_spa_contigs_4960_8	822	274	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_4960_8	822	274	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_4960_8	822	274	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_4960_8	822	274	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_6612_1	1293	431	POM09750.1	PU
SRR6837560_spa_contigs_7449_6	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_9844_4	861	287	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_9844_4	861	287	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_9844_4	861	287	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_9844_4	861	287	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_11163_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_11163_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_11163_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_11163_4	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_11654_4	831	277	AAQ72538.1	PCL
SRR6837560_spa_contigs_11654_4	831	277	AAQ72538.1	PHAs
SRR6837560_spa_contigs_11881_3	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_11881_3	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_11881_3	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_11881_3	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_12884_1	891	297	POM09750.1	PU
SRR6837560_spa_contigs_18059_3	678	226	WP_085690612.1	PET
SRR6837560_spa_contigs_18870_2	1413	471	POM09750.1	PU
SRR6837560_spa_contigs_24025_3	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_24025_3	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_24025_3	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_24025_3	1020	340	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_27433_1	1323	441	POM09750.1	PU
SRR6837560_spa_contigs_28606_2	1683	561	AAY92474.2	PU
SRR6837560_spa_contigs_30079_2	834	278	AAN70570.1	PHAs
SRR6837560_spa_contigs_37190_1	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_42158_1	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_42158_1	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_42158_1	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_42158_1	459	153	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_46709_2	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_47077_4	651	217	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_47077_4	651	217	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_47077_4	651	217	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_47077_4	651	217	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_50417_1	504	168	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_50417_1	504	168	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_50417_1	504	168	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_50417_1	504	168	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_53055_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_53055_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_53055_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_53055_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_58528_1	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_58528_1	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_58528_1	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_58528_1	891	297	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_60038_2	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_64543_1	1482	494	BAA19791.1	PHAs
SRR6837560_spa_contigs_64543_1	1482	494	BAA19791.1	PEA
SRR6837560_spa_contigs_64543_1	1482	494	BAA19791.1	PES
SRR6837560_spa_contigs_65416_1	552	184	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_65416_1	552	184	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_65416_1	552	184	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_65416_1	552	184	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_66296_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_66296_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_66296_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_66296_1	864	288	00210||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_67858_2	828	276	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_67858_2	828	276	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_67858_2	828	276	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_67858_2	828	276	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_71378_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_71378_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_71378_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_71378_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_72049_2	852	284	AAN70570.1	PHAs
SRR6837560_spa_contigs_72053_2	1200	400	POM09750.1	PU
SRR6837560_spa_contigs_74019_1	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_75969_1	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_86289_1	1434	478	POM09750.1	PU
SRR6837560_spa_contigs_87977_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_87977_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_87977_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_87977_2	834	278	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_98231_2	657	219	WP_085690612.1	PET
SRR6837560_spa_contigs_100199_1	435	145	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_100199_1	435	145	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_100199_1	435	145	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_100199_1	435	145	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_102978_2	753	251	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_102978_2	753	251	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_102978_2	753	251	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_102978_2	753	251	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_117037_2	591	197	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PLA
SRR6837560_spa_contigs_117037_2	591	197	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PHAs
SRR6837560_spa_contigs_117037_2	591	197	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PES
SRR6837560_spa_contigs_117037_2	591	197	00182||Lipase||Pseudomonas_chlororaphis||PLA_PHA_PES_PCL	PCL
SRR6837560_spa_contigs_118103_2	426	142	WP_085690612.1	PET
SRR6837560_spa_contigs_119794_2	600	200	WP_085690612.1	PET
SRR6837560_spa_contigs_121301_2	885	295	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_121301_2	885	295	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_121301_2	885	295	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_121301_2	885	295	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_123989_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_123989_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_123989_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_123989_2	1017	339	00211||Lipase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
SRR6837560_spa_contigs_155287_1	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PHAs
SRR6837560_spa_contigs_155287_1	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PLA
SRR6837560_spa_contigs_155287_1	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PCL
SRR6837560_spa_contigs_155287_1	864	288	00212||PHA_depolymerase||Pseudomonas_chlororaphis||PHBV_PHA_PLA_PCL_PES	PES
